0x000000000000084e91743124a982076C59f10084,1,0,0,0,0,1
0x000000000000740A22fA209CF6806D38f7605385,1,0,0,0,0,1
0x0000000000007673393729D5618DC555FD13f9aA,3,0,0,0,0,3
0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,31017796259187021073,0,0,0,0,31017796259187021073
0x0000000000051666BBfBB42925C3eE5d50cF6B10,674538338571617,0,0,0,0,674538338571617
0x00000000002664633b221687A4EC73d78328D4b2,1,0,0,0,0,1
0x00000000002d383933aa1609F11d0AFA4D5Ea90A,1,0,0,0,0,1
0x000000000035B5e5ad9019092C665357240f594e,85,0,0,0,0,85
0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,4664202350945242,0,0,0,0,4664202350945242
0x0000000000710a9C1F6Db5f504Be77ffb3B583EC,1,0,0,0,0,1
0x0000000000884A0E1fB44F9E24Fa3BDB19514fAE,7628678083017109,0,0,0,0,7628678083017109
0x00000000009C7F96284472465e1B5c44E8cFcDA1,3,0,0,0,0,3
0x0000000000D9455CC7EB92D06E00582A982f68fe,1,0,0,0,0,1
0x0000000000d41C96294CCdaC8612Bdfe29C641aF,1,0,0,0,0,1
0x0000000000f4DEf5F3572C846B1483daf4588d8f,130109792715576264,0,0,0,0,130109792715576264
0x000000000dFDe7deaF24138722987c9a6991e2D4,85569889478700959919454,0,0,0,0,85569889478700959919454
0x000000003a7Cd5b15e460f73976b267544726f5f,1,0,0,0,0,1
0x00000000553a85582988Aa8Ad43FB7Dda2466bc7,2090036244903393,0,0,0,0,2090036244903393
0x000000005736775Feb0C8568e7DEe77222a26880,8,0,0,0,0,8
0x0000000057a888B5DC0A81f02c6F5c3B7d16b183,1,0,0,0,0,1
0x000000005804B22091aa9830E50459A15E7C9241,1,0,0,0,0,1
0x00000000726422a6fECb4759b44D47E48Cf746aa,1,0,0,0,0,1
0x0000000094AcB89A43EAC2FBB3A07973Efc2435c,4933817652509635,0,0,0,0,4933817652509635
0x0000000099cB7fC48a935BcEb9f05BbaE54e8987,13,0,0,0,0,13
0x00000000AE347930bD1E7B0F35588b92280f9e75,117220709692169996475510,0,0,0,0,117220709692169996475510
0x00000000B1786c9698C160D78232c78d6f6474Fe,9331469051739223,0,0,0,0,9331469051739223
