0x89eBCb7714bd0D2F33ce3a35C12dBEB7b94af169,193224463797446636783975,0,193224463797446636783975
0xD85A569F3C26f81070544451131c742283360400,2141809882797042886659,0,2141809882797042886659
0x5b2A5d1AB8a5B83C0f22cB1Df372d23946aA7d8F,29957687092754945743,0,29957687092754945743
0x96FEb7b6F808dd2BBd09c9E5ccdE77caBd58d019,990502912408729475448072,0,990502912408729475448072
0xd15f105E2667Fd52313877585D4a0b316C7D8a20,428567065873848515030,0,428567065873848515030
0x449E0B5564e0d141b3bc3829E74fFA0Ea8C08ad5,3015448018032439892951854,0,3015448018032439892951854
0x80F5FC0bdb33aA0f6572E06CDC726095c15B6204,247844070512955629060123,0,247844070512955629060123
0x4D935d9f2dA4E3F924A41ce64085d01bC00424aA,88058095203898068959,0,88058095203898068959
0x0D341d16A207Ffb066ca102cdf37c89f56A5018b,246155047672997401158,0,246155047672997401158
0x68703D68BdBAe0190C5eA577E34a4aD67221c0b9,82174546579304991737,0,82174546579304991737
0x50b71FA550D646F3B0942a4c16bAed0260b77039,198229446356997223862261,0,198229446356997223862261
0xe4455FdEc181561e9Ffe909Dde46AAEaeDC55283,130534525061442448462611,0,130534525061442448462611
0x03DF3e4DC8FBe086099242B6dD7c58118a33Ad23,1199283631940823007,0,1199283631940823007
0x8E02247D3eE0E6153495c971FFd45Aa131f4D7cB,35610941467270719978450854,0,35610941467270719978450854
0x67F3A569C1E86d64a767D4776294b0e1C4819768,21517623903383929024981,0,21517623903383929024981
0x21f55428206A330842fAF494BCC866e3984624c9,5995349950968335526,0,5995349950968335526
0x467927774B59F7cB023863b07960669f958EC19a,23229085069716372468749,0,23229085069716372468749
0xFD9E6005187F448957a0972a7d0C0A6dA2911236,597079862178537272432,0,597079862178537272432
0xCd9d04635Eed93f64a07bAeCAb7Bd5A5E8274ff1,265583960281769975155,0,265583960281769975155
0x9479831eA203735d67E5C679367431Fe05bBaE02,20431320287922364743,0,20431320287922364743
0x7CE636860522bD7f6e3447Cb7044FA504196Cd59,1862285842370034091,0,1862285842370034091
0x9ccB3EF6632538dcCF464c82bbDd7FF33CB70266,225993908024209555445,0,225993908024209555445
0x8224a40c8fcB20c5e20D3971431DFd3E3629b426,264604040136202008860,0,264604040136202008860
0x0A6932d24D1A8A9F27bab14CF36Afc4008B2C398,698619280929134956533,0,698619280929134956533
0xCDAb2FcFa1212b9C1099ee26c332B0A9c6465da1,1103515802303322839035,0,1103515802303322839035
0xc6E4Ad3ccdfC65687D2d60a454a8bdDc1F4d6c06,5881391606414603422545,0,5881391606414603422545
0x2ed7aFA17473e17Ac59908F088b4371D28585476,19818066833330079413,0,19818066833330079413
0x96B93A58Ec1d4953861655AFC1EF66Ff300DEa57,428110121075262740122,0,428110121075262740122
0x8A9b7145bc7F7b2A530F188a4Fc933F66F5cfe12,6374600520917897602313,0,6374600520917897602313
0x38eA03aD6E89F7A9512a0000F46E2551Dea721C4,12665859418104201213069,0,12665859418104201213069
0xd39B6849d2e1dB20BAb50dd7A4F3e0882c744404,15638359402485710407875,0,15638359402485710407875
0xA2BF60058C0657C45FDd1741220b4A7F0DA91CA3,343148008935291247906,0,343148008935291247906
0xAdD3c7BFA606c0b43e18EC46993d8B9733a347b7,7854208225509062975754,0,7854208225509062975754
0x7567B763043257CFb6Cc106A2C0F8deE9253A3c7,3591480064959098765337,0,3591480064959098765337
0xD440E7ead01720A33F2C888d2eddd76595491Eb6,81893727726076066706769,0,81893727726076066706769
0xe5D5147F3C1c793e2754B8460FD7b5d1603293d2,3310442980846424159910,0,3310442980846424159910
0xC8Aa3D70e3B235e6Be04dB0d9653002139f03408,1411427364083223142877,0,1411427364083223142877
0x7d5B6ecD614816C81e778C0fFaF5Bf8C81Fc9867,3576919482278875743843,0,3576919482278875743843
0xC5F2024f02C8e2D92533c6182cb07d3693A334bF,881527077653233154364,0,881527077653233154364
0xCb3D5e7eEb51962AD619b2b32a46b4C0b05A2bf2,128251634052616758271,0,128251634052616758271
0xA23b45fF8f3EB25397296765498Ab62208fec971,227091454617381903633,0,227091454617381903633
