0xe011fA2a6Df98c69383457d87a056Ed0103aA352, 60000000000000000,0,0,0,0, 60000000000000000
0x819Bb9964B6eBF52361F1ae42CF4831B921510f9, 586845000000000023000,0,0,0,0, 586845000000000023000
0x5b2A5d1AB8a5B83C0f22cB1Df372d23946aA7d8F, 19010000000000000000,0,0,0,0, 19010000000000000000
0xD85A569F3C26f81070544451131c742283360400, 3502820600000000083558,0,382319011402009162747,0,0, 3885139611402009246305
0xe0293212b84df3900BC24f9321e7721Aa7E50A3b, 150000000000000000000,0,0,0,0, 150000000000000000000
0x4D642c1DD3C51070421Ab367E62D1119047A8b36, 250000000000000000000,0,0,0,0, 250000000000000000000
0x0ad55Adc930d142496f2a46358Fa7306A6295763, 250000000000000000000,0,0,0,0, 250000000000000000000
0x0C19A07242755b3F107cfB4C74d236a18548541F, 0,24334333079694634701605,0,0,0, 24334333079694634701605
0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d, 0,37848800717097127090626,11291076791289379638311,0,63371270322612286161756, 112511147830998792890693
0x8a1a545A42fc882AeeE0A18940708bC5F62C30bc, 250000000000000000000,0,0,0,0, 250000000000000000000
0xe3fe01DFF7FCf53f9f464e8b091978E033b85536, 250000000000000000000,0,0,0,0, 250000000000000000000
0xaC4B6BE93983f03BEBDE0D13b86353352B5D4d13, 250000000000000000000,0,0,0,0, 250000000000000000000
0x5A838B775ee922F0f24bE33752c82A02F89c044C, 250000000000000000000,0,0,0,0, 250000000000000000000
0x0228b8C8b813C70bC1d707E5c177b4a7167c2Ce4, 250000000000000000000,0,0,0,0, 250000000000000000000
0xF288735bDefBf54797D0459B7dD8623754710C7b, 250000000000000000000,0,0,0,0, 250000000000000000000
0x01A997db06A2cc70E24F38DdCfCf266C45820e1f, 549190880000,23313342116363613009321,0,0,0, 23313342116912803889321
0x17b8F7c7DFCffa4dF0E45A6365E8268B0c788aa2, 250000000000000000000,0,0,0,0, 250000000000000000000
0x1b83B5fF05a2ad2c9d237F707E814865f2A724D7, 265000000000000000000,0,0,0,0, 265000000000000000000
0x98B38debAA8997E8472f69C9551909EEEB4a11A4, 250000000000000000000,0,0,0,0, 250000000000000000000
0x4cD583c9338B977Ccfe016248013354Bd4246a5E, 250000000000000000000,0,0,0,0, 250000000000000000000
0x727E7b8F0beaE027Cd4B86E03CfF08a2Db1b1d70, 0,1016226023800000000000,0,0,0, 1016226023800000000000
0xCF0c3fC75A69B936800f0171d12CD45618caebB5, 1750000000000000000000,0,0,0,0, 1750000000000000000000
0x33A96B5993F65e26Ad4f51b3d3CCEA513271B923, 27000000000000000000,0,0,0,0, 27000000000000000000
0xDc25C4345d54e2662Fe1c832faD4f7e5BAb33CF3, 14313750000000000000000,0,0,0,0, 14313750000000000000000
0x68803aC6443605374B029836c356964550596dc4, 53758800008356799605,53689721219401932389128,0,0,0, 53743480019410289188733
0xe5Dca3E2eC99Cf868cC0d8d5dB1EBd441C926B9C, 4506000000820145577859,1598242997500000000000,0,0,0, 6104242998320145577859
0x8Ecb1918ADe6F5003B559f7aEEA807358BF787DA, 250000000000000000000,0,0,0,0, 250000000000000000000
0x20a34E0095CeD510325FdF12a0DCB4C241C5e070, 0,233560538167840000000000,0,0,0, 233560538167840000000000
0x94aD4001c7a411fA8D55044508170e65ca9f77cA, 250000000000000000000,0,0,0,0, 250000000000000000000
0xf156f0E79A516F69163743F87E592677fE3E74F7, 0,64134975437131373658932,0,0,0, 64134975437131373658932
0x72a0bEe30eAB038b3F5Cf49CA885Ce16DAecD805, 250000000000000000000,0,0,0,0, 250000000000000000000
0xf500d23954f839Bb43fB8603B2AE74424eAF3abE, 250000000000000000000,0,0,0,0, 250000000000000000000
0xaC8F5Db9480D98C4532Bfc97F13BC258242987dD, 250000000000000000000,0,0,0,0, 250000000000000000000
0xFC996eC7838D0422D05b08C4D6a1d6a14CCD85ae, 0,5638750000000000000000,0,0,0, 5638750000000000000000
