0xAb1eE40e8D01ce977F8723F2cE6373C424C5031e,6,0,6
0xFD9E6005187F448957a0972a7d0C0A6dA2911236,37,0,37
0x971E61B7C9fc0CBFBba6C8743eE2bdc4a8Fa754c,23,0,23
0xf5A80563Ed5cdf6EbCc32DE04816f9b04C3Bf3f3,3,0,3
0x4dE6879c7881A6737740b87237cc925f56b58a3D,19,0,19
0x96FEb7b6F808dd2BBd09c9E5ccdE77caBd58d019,115238,0,115238
0xD85A569F3C26f81070544451131c742283360400,7,0,7
0x9CA0B79F482d9351EEC1C4377c80BAa3d8008171,0,0,0
0x449E0B5564e0d141b3bc3829E74fFA0Ea8C08ad5,3254725,0,3254725
0x84294BB21adc7D5204c8a367C8416b6422f2BCfd,1,0,1
0xCC01d9D54d06b6a0b6D09A9f79c3A6438e505f71,39231804,0,39231804
0x4604F2F49F5aC7ddE394eF877F9f920D207235eB,0,0,0
0x3b22621A2B0e1F8Dd3056975eFc2150d5FBeE980,15,0,15
0xfF2BA846ab52EDBd724A5ef674AbF5A763849B61,0,0,0
0xC37d61FaE097fbB439F31052a589a4c5c655C0B6,2,0,2
0xd7Df465c5223e4EDAC8fdE5B3dcD97A107659a94,0,0,0
0x2315418c9c091Cde80D9017780829075b151bfc1,0,0,0
0xEfcC0E753725A0fA7C6746a6bF6dB319Fa086Ed8,166,0,166
0xB7a9bD1d8a94d93Cd5c9eBFE6702aC1303FB238A,0,0,0
0x0bB2C6478677aCbAd673e1D55FD26B0C06Ae2e18,1,0,1
0x9283099A29556fCF8fFF5b2Cea2D4F67CB7A7A8b,288,0,288
0x271cf1541cab957def01Be751220A3c233C8Cf3d,50,0,50
0xb3AEBa7fc075dEbCd37Bd6743f1dBc4FfD6baBfa,0,0,0
0x4DF4553467AdF5B6335494Ac59c1DAC7859DB3a2,0,0,0
0x57680331F7e57CBD6D7006C5573C1e97c1446830,0,0,0
0x541E01962BD98EDcDC6cc11D85B052387C5DfCbC,0,0,0
0xB52A42f0C0032bcBe8Ee448654F47E423CcbB3a6,92,0,92
